cell_id,current_cycle,cycle_alpha,beta,q_cut,q_end,forecast_points,current_soh_absolute_error,interval_coverage,soh_mae,soh_rmse
MATR_b4c32,588,0.7,0.25,0.3140914181818182,0.9270338181818181,252,0.0006943345069885254,1.0,0.05471269313305143,0.06046384646676182
MATR_b4c32,588,0.7,0.5,0.7036911363636363,0.9270338181818181,252,0.0014127492904663086,1.0,0.05215041504965888,0.05767363027864783
MATR_b4c34,300,0.3,0.25,0.2938178727272727,0.9473111818181819,698,0.002120792865753174,1.0,0.019262439114999634,0.0372289399973301
MATR_b4c34,300,0.3,0.5,0.6614928909090909,0.9473111818181819,698,0.002060234546661377,1.0,0.019288934831291352,0.03723701841547149
MATR_b4c34,499,0.5,0.25,0.28759179090909087,0.9352380909090907,499,0.0020456314086914062,1.0,0.02288663088678119,0.03962741289627184
MATR_b4c34,499,0.5,0.5,0.6496462454545454,0.9352380909090907,499,0.0020905733108520508,1.0,0.02281225814609107,0.0394067710554349
MATR_b4c34,698,0.7,0.25,0.2772357818181818,0.9149563636363635,300,0.004046022891998291,1.0,0.014652431408564249,0.019769273505856586
MATR_b4c34,698,0.7,0.5,0.6339691454545454,0.9149563636363635,300,0.00401914119720459,1.0,0.014924739996592204,0.02020051440526664
MATR_b4c42,275,0.3,0.25,0.31603764545454543,0.9526141818181818,641,0.002305328845977783,1.0,0.04204202544484607,0.08209259740343401
MATR_b4c42,275,0.3,0.5,0.7003214727272726,0.9526141818181818,641,0.0022909045219421387,1.0,0.04221319129426096,0.08234716486574321
